唯一id,等级,职业id,attribute
1773,373,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3830#"maximumHealth":46020#"shen":7510#"xin":5670#"li":7550#"expPoint":1000}
1774,374,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3840#"maximumHealth":46140#"shen":7530#"xin":5685#"li":7570#"expPoint":1000}
1775,375,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3850#"maximumHealth":46260#"shen":7550#"xin":5700#"li":7590#"expPoint":1000}
1776,376,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3860#"maximumHealth":46380#"shen":7570#"xin":5715#"li":7610#"expPoint":1000}
1777,377,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3870#"maximumHealth":46500#"shen":7590#"xin":5730#"li":7630#"expPoint":1000}
1778,378,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3880#"maximumHealth":46620#"shen":7610#"xin":5745#"li":7650#"expPoint":1000}
1779,379,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3890#"maximumHealth":46740#"shen":7630#"xin":5760#"li":7670#"expPoint":1000}
1780,380,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3900#"maximumHealth":46860#"shen":7650#"xin":5775#"li":7690#"expPoint":1000}
1781,381,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3910#"maximumHealth":46980#"shen":7670#"xin":5790#"li":7710#"expPoint":1000}
1782,382,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3920#"maximumHealth":47100#"shen":7690#"xin":5805#"li":7730#"expPoint":1000}
1783,383,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3930#"maximumHealth":47220#"shen":7710#"xin":5820#"li":7750#"expPoint":1000}
1784,384,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3940#"maximumHealth":47340#"shen":7730#"xin":5835#"li":7770#"expPoint":1000}
1785,385,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3950#"maximumHealth":47460#"shen":7750#"xin":5850#"li":7790#"expPoint":1000}
1786,386,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3960#"maximumHealth":47580#"shen":7770#"xin":5865#"li":7810#"expPoint":1000}
1787,387,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3970#"maximumHealth":47700#"shen":7790#"xin":5880#"li":7830#"expPoint":1000}
1788,388,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3980#"maximumHealth":47820#"shen":7810#"xin":5895#"li":7850#"expPoint":1000}
1789,389,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":3990#"maximumHealth":47940#"shen":7830#"xin":5910#"li":7870#"expPoint":1000}
1790,390,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4000#"maximumHealth":48060#"shen":7850#"xin":5925#"li":7890#"expPoint":1000}
1791,391,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4010#"maximumHealth":48180#"shen":7870#"xin":5940#"li":7910#"expPoint":1000}
1792,392,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4020#"maximumHealth":48300#"shen":7890#"xin":5955#"li":7930#"expPoint":1000}
1793,393,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4030#"maximumHealth":48420#"shen":7910#"xin":5970#"li":7950#"expPoint":1000}
1794,394,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4040#"maximumHealth":48540#"shen":7930#"xin":5985#"li":7970#"expPoint":1000}
1795,395,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4050#"maximumHealth":48660#"shen":7950#"xin":6000#"li":7990#"expPoint":1000}
1796,396,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4060#"maximumHealth":48780#"shen":7970#"xin":6015#"li":8010#"expPoint":1000}
1797,397,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4070#"maximumHealth":48900#"shen":7990#"xin":6030#"li":8030#"expPoint":1000}
1798,398,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4080#"maximumHealth":49020#"shen":8010#"xin":6045#"li":8050#"expPoint":1000}
1799,399,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4090#"maximumHealth":49140#"shen":8030#"xin":6060#"li":8070#"expPoint":1000}
1800,400,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,{"maximumMana":1000#"moveSpeed":4000#"ti":4100#"maximumHealth":49260#"shen":8050#"xin":6075#"li":8090#"expPoint":1000}
1801,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":90#"maximumHealth":1240#"shen":110#"xin":90#"li":110#"expPoint":1000}
1802,2,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":100#"maximumHealth":1310#"shen":120#"xin":125#"li":130#"expPoint":1000}
1803,3,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":110#"maximumHealth":1380#"shen":130#"xin":160#"li":150#"expPoint":1000}
1804,4,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":120#"maximumHealth":1450#"shen":140#"xin":195#"li":170#"expPoint":1000}
1805,5,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":130#"maximumHealth":1520#"shen":150#"xin":230#"li":190#"expPoint":1000}
1806,6,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":140#"maximumHealth":1590#"shen":160#"xin":265#"li":210#"expPoint":1000}
1807,7,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":150#"maximumHealth":1660#"shen":170#"xin":300#"li":230#"expPoint":1000}
1808,8,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":160#"maximumHealth":1730#"shen":180#"xin":335#"li":250#"expPoint":1000}
1809,9,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":170#"maximumHealth":1800#"shen":190#"xin":370#"li":270#"expPoint":1000}
1810,10,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":180#"maximumHealth":1870#"shen":200#"xin":405#"li":290#"expPoint":1000}
1811,11,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":190#"maximumHealth":1940#"shen":210#"xin":440#"li":310#"expPoint":1000}
1812,12,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":200#"maximumHealth":2010#"shen":220#"xin":475#"li":330#"expPoint":1000}
1813,13,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":210#"maximumHealth":2080#"shen":230#"xin":510#"li":350#"expPoint":1000}
1814,14,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":220#"maximumHealth":2150#"shen":240#"xin":545#"li":370#"expPoint":1000}
1815,15,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":230#"maximumHealth":2220#"shen":250#"xin":580#"li":390#"expPoint":1000}
1816,16,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":240#"maximumHealth":2290#"shen":260#"xin":615#"li":410#"expPoint":1000}
1817,17,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":250#"maximumHealth":2360#"shen":270#"xin":650#"li":430#"expPoint":1000}
1818,18,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":260#"maximumHealth":2430#"shen":280#"xin":685#"li":450#"expPoint":1000}
1819,19,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":270#"maximumHealth":2500#"shen":290#"xin":720#"li":470#"expPoint":1000}
1820,20,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":280#"maximumHealth":2570#"shen":300#"xin":755#"li":490#"expPoint":1000}
1821,21,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":290#"maximumHealth":2640#"shen":310#"xin":790#"li":510#"expPoint":1000}
1822,22,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":300#"maximumHealth":2710#"shen":320#"xin":825#"li":530#"expPoint":1000}
1823,23,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":310#"maximumHealth":2780#"shen":330#"xin":860#"li":550#"expPoint":1000}
1824,24,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":320#"maximumHealth":2850#"shen":340#"xin":895#"li":570#"expPoint":1000}
1825,25,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":330#"maximumHealth":2920#"shen":350#"xin":930#"li":590#"expPoint":1000}
1826,26,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":340#"maximumHealth":2990#"shen":360#"xin":965#"li":610#"expPoint":1000}
1827,27,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":350#"maximumHealth":3060#"shen":370#"xin":1000#"li":630#"expPoint":1000}
1828,28,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":360#"maximumHealth":3130#"shen":380#"xin":1035#"li":650#"expPoint":1000}
1829,29,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":370#"maximumHealth":3200#"shen":390#"xin":1070#"li":670#"expPoint":1000}
1830,30,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":380#"maximumHealth":3270#"shen":400#"xin":1105#"li":690#"expPoint":1000}
1831,31,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":390#"maximumHealth":3340#"shen":410#"xin":1140#"li":710#"expPoint":1000}
1832,32,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":400#"maximumHealth":3410#"shen":420#"xin":1175#"li":730#"expPoint":1000}
1833,33,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":410#"maximumHealth":3480#"shen":430#"xin":1210#"li":750#"expPoint":1000}
1834,34,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":420#"maximumHealth":3550#"shen":440#"xin":1245#"li":770#"expPoint":1000}
1835,35,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":430#"maximumHealth":3620#"shen":450#"xin":1280#"li":790#"expPoint":1000}
1836,36,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":440#"maximumHealth":3690#"shen":460#"xin":1315#"li":810#"expPoint":1000}
1837,37,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":450#"maximumHealth":3760#"shen":470#"xin":1350#"li":830#"expPoint":1000}
1838,38,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":460#"maximumHealth":3830#"shen":480#"xin":1385#"li":850#"expPoint":1000}
1839,39,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":470#"maximumHealth":3900#"shen":490#"xin":1420#"li":870#"expPoint":1000}
1840,40,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":480#"maximumHealth":3970#"shen":500#"xin":1455#"li":890#"expPoint":1000}
1841,41,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":490#"maximumHealth":4040#"shen":510#"xin":1490#"li":910#"expPoint":1000}
1842,42,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":500#"maximumHealth":4110#"shen":520#"xin":1525#"li":930#"expPoint":1000}
1843,43,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":510#"maximumHealth":4180#"shen":530#"xin":1560#"li":950#"expPoint":1000}
1844,44,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":520#"maximumHealth":4250#"shen":540#"xin":1595#"li":970#"expPoint":1000}
1845,45,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":530#"maximumHealth":4320#"shen":550#"xin":1630#"li":990#"expPoint":1000}
1846,46,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":540#"maximumHealth":4390#"shen":560#"xin":1665#"li":1010#"expPoint":1000}
1847,47,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":550#"maximumHealth":4460#"shen":570#"xin":1700#"li":1030#"expPoint":1000}
1848,48,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":560#"maximumHealth":4530#"shen":580#"xin":1735#"li":1050#"expPoint":1000}
1849,49,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":570#"maximumHealth":4600#"shen":590#"xin":1770#"li":1070#"expPoint":1000}
1850,50,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":580#"maximumHealth":4670#"shen":600#"xin":1805#"li":1090#"expPoint":1000}
1851,51,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":590#"maximumHealth":4740#"shen":610#"xin":1840#"li":1110#"expPoint":1000}
1852,52,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":600#"maximumHealth":4810#"shen":620#"xin":1875#"li":1130#"expPoint":1000}
1853,53,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":610#"maximumHealth":4880#"shen":630#"xin":1910#"li":1150#"expPoint":1000}
1854,54,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":620#"maximumHealth":4950#"shen":640#"xin":1945#"li":1170#"expPoint":1000}
1855,55,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":630#"maximumHealth":5020#"shen":650#"xin":1980#"li":1190#"expPoint":1000}
1856,56,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":640#"maximumHealth":5090#"shen":660#"xin":2015#"li":1210#"expPoint":1000}
1857,57,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":650#"maximumHealth":5160#"shen":670#"xin":2050#"li":1230#"expPoint":1000}
1858,58,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":660#"maximumHealth":5230#"shen":680#"xin":2085#"li":1250#"expPoint":1000}
1859,59,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":670#"maximumHealth":5300#"shen":690#"xin":2120#"li":1270#"expPoint":1000}
1860,60,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":680#"maximumHealth":5370#"shen":700#"xin":2155#"li":1290#"expPoint":1000}
1861,61,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":690#"maximumHealth":5440#"shen":710#"xin":2190#"li":1310#"expPoint":1000}
1862,62,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":700#"maximumHealth":5510#"shen":720#"xin":2225#"li":1330#"expPoint":1000}
1863,63,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":710#"maximumHealth":5580#"shen":730#"xin":2260#"li":1350#"expPoint":1000}
1864,64,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":720#"maximumHealth":5650#"shen":740#"xin":2295#"li":1370#"expPoint":1000}
1865,65,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":730#"maximumHealth":5720#"shen":750#"xin":2330#"li":1390#"expPoint":1000}
1866,66,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":740#"maximumHealth":5790#"shen":760#"xin":2365#"li":1410#"expPoint":1000}
1867,67,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":750#"maximumHealth":5860#"shen":770#"xin":2400#"li":1430#"expPoint":1000}
1868,68,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":760#"maximumHealth":5930#"shen":780#"xin":2435#"li":1450#"expPoint":1000}
1869,69,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":770#"maximumHealth":6000#"shen":790#"xin":2470#"li":1470#"expPoint":1000}
1870,70,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":780#"maximumHealth":6070#"shen":800#"xin":2505#"li":1490#"expPoint":1000}
1871,71,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":790#"maximumHealth":6140#"shen":810#"xin":2540#"li":1510#"expPoint":1000}
1872,72,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":800#"maximumHealth":6210#"shen":820#"xin":2575#"li":1530#"expPoint":1000}
1873,73,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":810#"maximumHealth":6280#"shen":830#"xin":2610#"li":1550#"expPoint":1000}
1874,74,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":820#"maximumHealth":6350#"shen":840#"xin":2645#"li":1570#"expPoint":1000}
1875,75,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":830#"maximumHealth":6420#"shen":850#"xin":2680#"li":1590#"expPoint":1000}
1876,76,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":840#"maximumHealth":6490#"shen":860#"xin":2715#"li":1610#"expPoint":1000}
1877,77,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":850#"maximumHealth":6560#"shen":870#"xin":2750#"li":1630#"expPoint":1000}
1878,78,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":860#"maximumHealth":6630#"shen":880#"xin":2785#"li":1650#"expPoint":1000}
1879,79,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":870#"maximumHealth":6700#"shen":890#"xin":2820#"li":1670#"expPoint":1000}
1880,80,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":880#"maximumHealth":6770#"shen":900#"xin":2855#"li":1690#"expPoint":1000}
1881,81,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":890#"maximumHealth":6840#"shen":910#"xin":2890#"li":1710#"expPoint":1000}
1882,82,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":900#"maximumHealth":6910#"shen":920#"xin":2925#"li":1730#"expPoint":1000}
1883,83,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":910#"maximumHealth":6980#"shen":930#"xin":2960#"li":1750#"expPoint":1000}
1884,84,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":920#"maximumHealth":7050#"shen":940#"xin":2995#"li":1770#"expPoint":1000}
1885,85,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":930#"maximumHealth":7120#"shen":950#"xin":3030#"li":1790#"expPoint":1000}
1886,86,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":940#"maximumHealth":7190#"shen":960#"xin":3065#"li":1810#"expPoint":1000}
1887,87,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":950#"maximumHealth":7260#"shen":970#"xin":3100#"li":1830#"expPoint":1000}
1888,88,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":960#"maximumHealth":7330#"shen":980#"xin":3135#"li":1850#"expPoint":1000}
1889,89,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":970#"maximumHealth":7400#"shen":990#"xin":3170#"li":1870#"expPoint":1000}
1890,90,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":980#"maximumHealth":7470#"shen":1000#"xin":3205#"li":1890#"expPoint":1000}
1891,91,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":990#"maximumHealth":7540#"shen":1010#"xin":3240#"li":1910#"expPoint":1000}
1892,92,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1000#"maximumHealth":7610#"shen":1020#"xin":3275#"li":1930#"expPoint":1000}
1893,93,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1010#"maximumHealth":7680#"shen":1030#"xin":3310#"li":1950#"expPoint":1000}
1894,94,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1020#"maximumHealth":7750#"shen":1040#"xin":3345#"li":1970#"expPoint":1000}
1895,95,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1030#"maximumHealth":7820#"shen":1050#"xin":3380#"li":1990#"expPoint":1000}
1896,96,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1040#"maximumHealth":7890#"shen":1060#"xin":3415#"li":2010#"expPoint":1000}
1897,97,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1050#"maximumHealth":7960#"shen":1070#"xin":3450#"li":2030#"expPoint":1000}
1898,98,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1060#"maximumHealth":8030#"shen":1080#"xin":3485#"li":2050#"expPoint":1000}
1899,99,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1070#"maximumHealth":8100#"shen":1090#"xin":3520#"li":2070#"expPoint":1000}
1900,100,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1080#"maximumHealth":8170#"shen":1100#"xin":3555#"li":2090#"expPoint":1000}
1901,101,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1090#"maximumHealth":8240#"shen":1110#"xin":3590#"li":2110#"expPoint":1000}
1902,102,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1100#"maximumHealth":8310#"shen":1120#"xin":3625#"li":2130#"expPoint":1000}
1903,103,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1110#"maximumHealth":8380#"shen":1130#"xin":3660#"li":2150#"expPoint":1000}
1904,104,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1120#"maximumHealth":8450#"shen":1140#"xin":3695#"li":2170#"expPoint":1000}
1905,105,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,{"maximumMana":1000#"moveSpeed":4000#"ti":1130#"maximumHealth":8520#"shen":1150#"xin":3730#"li":2190#"expPoint":1000}
