技能ID,技能名称,升级经验,技能类型,技能脚本,伤害类型,学习职业,学习等级,魔法消耗,作用目标类型,攻击范围类型,攻击范围,攻速类型,CD时间（重新检查）,僵直时间,技能仇恨值,最大攻击数量,BUFF,子技能,施放距离,显示组别,组别icon,伤害飘字段数,伤害延迟
14230211,炎鬼旋月绝,-1,1,hurt,1,324#424#524#624#724#824#924,115,240,1,1,14210200,0,2000,1800,100,3,,,2,1,34000700,40#60,600
14230212,炎鬼旋月绝,-1,1,hurt,1,324#424#524#624#724#824#924,115,240,1,1,14210200,0,2000,1800,100,3,,,2,1,34000700,40#60,600
14230213,炎鬼旋月绝,-1,1,hurt,1,324#424#524#624#724#824#924,115,240,1,1,14210200,0,2000,1800,100,3,,,2,1,34000700,40#60,600
14230214,炎鬼旋月绝,-1,1,hurt,1,324#424#524#624#724#824#924,115,240,1,1,14210200,0,2000,1800,100,3,,,2,1,34000700,40#60,600
14230215,炎鬼旋月绝,-1,1,hurt,1,324#424#524#624#724#824#924,115,240,1,1,14210200,0,2000,1800,100,3,,,2,1,34000700,40#60,600
14240101,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240102,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240103,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240104,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240105,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240106,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240107,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240108,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240109,斗摇星河,0,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240110,斗摇星河,-1,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240111,斗摇星河,-1,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240112,斗摇星河,-1,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240113,斗摇星河,-1,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240114,斗摇星河,-1,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240115,斗摇星河,-1,1,hurt,1,314#414#514#614#714#814#914,120,260,1,0,,0,2000,1800,100,1,,,2,2,24000800,100,660
14240201,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240202,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240203,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240204,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240205,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240206,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240207,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240208,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240209,风涛聚啸,0,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240210,风涛聚啸,-1,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240211,风涛聚啸,-1,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240212,风涛聚啸,-1,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240213,风涛聚啸,-1,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240214,风涛聚啸,-1,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14240215,风涛聚啸,-1,1,hurt,1,324#424#524#624#724#824#924,120,260,1,0,,0,2000,1800,100,1,,,2,2,34000800,100,570
14250101,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250102,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250103,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250104,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250105,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250106,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250107,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250108,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250109,三环套月,0,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250110,三环套月,-1,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250111,三环套月,-1,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250112,三环套月,-1,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250113,三环套月,-1,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250114,三环套月,-1,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250115,三环套月,-1,1,hurt,1,314#414#514#614#714#814#914,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,24000800,100,600
14250201,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250202,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250203,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250204,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250205,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250206,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250207,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250208,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250209,横空出世,0,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250210,横空出世,-1,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250211,横空出世,-1,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250212,横空出世,-1,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250213,横空出世,-1,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250214,横空出世,-1,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14250215,横空出世,-1,1,hurt,1,324#424#524#624#724#824#924,120,280,1,1,14210200,0,2000,1800,100,3,,,2,2,34000800,100,650
14260101,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260102,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260103,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260104,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260105,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260106,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260107,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260108,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260109,紫雷降魔,0,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260110,紫雷降魔,-1,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260111,紫雷降魔,-1,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260112,紫雷降魔,-1,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260113,紫雷降魔,-1,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260114,紫雷降魔,-1,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260115,紫雷降魔,-1,1,hurt,1,314#414#514#614#714#814#914,130,300,1,0,,0,2000,1800,100,1,,,2,3,24000900,100,700
14260201,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260202,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260203,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260204,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260205,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260206,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260207,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260208,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260209,凤焰烈世,0,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260210,凤焰烈世,-1,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260211,凤焰烈世,-1,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260212,凤焰烈世,-1,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260213,凤焰烈世,-1,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260214,凤焰烈世,-1,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14260215,凤焰烈世,-1,1,hurt,1,324#424#524#624#724#824#924,130,300,1,0,,0,2000,1800,100,1,,,2,3,34000900,100,690
14270101,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270102,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270103,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270104,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270105,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270106,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270107,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270108,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270109,天雷震世,0,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270110,天雷震世,-1,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270111,天雷震世,-1,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270112,天雷震世,-1,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270113,天雷震世,-1,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270114,天雷震世,-1,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270115,天雷震世,-1,1,hurt,1,314#414#514#614#714#814#914,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,24000900,100,700
14270201,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270202,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270203,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270204,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270205,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270206,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270207,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270208,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270209,天火灭世,0,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270210,天火灭世,-1,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270211,天火灭世,-1,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270212,天火灭世,-1,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270213,天火灭世,-1,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270214,天火灭世,-1,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
14270215,天火灭世,-1,1,hurt,1,324#424#524#624#724#824#924,130,320,1,1,14210200,0,2000,1800,100,3,,,2,3,34000900,100,700
15010101,绝影掌法,-1,1,hurt,1,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,10,10,1,0,,0,2000,1800,100,1,,,5,1,15000100,100,1100
15040101,青阳寒天,-1,1,hurt,1,315#415#515#615#715#815#915,35,20,1,0,,0,2000,1800,100,1,,,5,2,25000100,100,1000
15040201,北冥凝血,-1,1,hurt,1,325#425#525#625#725#825#925,35,20,1,0,,0,2000,1800,100,1,,,5,2,35000100,100,1000
15050101,青阳破天,-1,1,hurt,1,315#415#515#615#715#815#915,45,30,1,0,,0,2000,1800,100,1,,,3,2,25000100,100,1000
15050201,北冥夺魄,-1,1,hurt,1,325#425#525#625#725#825#925,45,30,1,0,,0,2000,1800,100,1,,,3,2,35000100,100,1000
15060101,青阳乱天,-1,1,hurt,1,315#415#515#615#715#815#915,55,40,1,0,,0,2000,1800,100,1,,,2,2,25000100,25#35#40,800
15060201,北冥破心,-1,1,hurt,1,325#425#525#625#725#825#925,55,40,1,0,,0,2000,1800,100,1,,,2,2,35000100,25#35#40,1300
15070101,金掌敌虎,-1,1,hurt,1,315#415#515#615#715#815#915,60,50,1,0,,0,2000,1800,100,1,,,5,3,25000200,100,1200
15070201,独尊移山,-1,1,hurt,1,325#425#525#625#725#825#925,60,50,1,0,,0,2000,1800,100,1,,,5,3,35000200,100,1000
15080101,金掌破凰,-1,1,hurt,1,315#415#515#615#715#815#915,64,60,1,0,,0,2000,1800,100,1,,,5,3,25000200,100,1200
15080201,独尊填海,-1,1,hurt,1,325#425#525#625#725#825#925,64,60,1,0,,0,2000,1800,100,1,,,5,3,35000200,100,1000
15090101,金掌绝龙,-1,1,hurt,1,315#415#515#615#715#815#915,68,70,1,0,,0,2000,1800,100,1,,,5,3,25000200,100,1200
15090201,独尊熔金,-1,1,hurt,1,325#425#525#625#725#825#925,68,70,1,0,,0,2000,1800,100,1,,,5,3,35000200,100,1000
15100101,泰山压顶,-1,1,hurt,1,315#415#515#615#715#815#915,71,80,1,0,,0,2000,1800,100,1,,,5,4,25000300,100,1300
15100201,迷魂聚气,-1,1,hurt,1,325#425#525#625#725#825#925,71,80,1,0,,0,2000,1800,100,1,,,5,4,35000300,100,1000
15110101,泰山尊威,-1,1,hurt,1,315#415#515#615#715#815#915,74,90,1,0,,0,2000,1800,100,1,,,5,4,25000300,100,1300
15110102,真·泰山尊威,-1,1,hurt,1,315#415#515#615#715#815#915,74,90,1,0,,0,2000,1800,100,1,,,5,4,25000300,100,1300
15110201,迷魂震裂,-1,1,hurt,1,325#425#525#625#725#825#925,74,90,1,0,,0,2000,1800,100,1,,,5,4,35000300,100,1200
15110202,真·迷魂震裂,-1,1,hurt,1,325#425#525#625#725#825#925,74,90,1,0,,0,2000,1800,100,1,,,5,4,35000300,100,1200
15120101,泰山绝顶,-1,1,hurt,1,315#415#515#615#715#815#915,77,100,1,0,,0,2000,1800,100,1,,,5,4,25000300,25#35#40,800
15120102,真·泰山绝顶,-1,1,hurt,1,315#415#515#615#715#815#915,77,100,1,1,15120100,0,2000,1800,100,3,,,5,4,25000300,25#35#40,800
15120201,迷魂追魄,-1,1,hurt,1,325#425#525#625#725#825#925,77,100,1,0,,0,2000,1800,100,1,,,5,4,35000300,25#35#40,1000
15120202,真·迷魂追魄,-1,1,hurt,1,325#425#525#625#725#825#925,77,100,1,1,15120200,0,2000,1800,100,3,,,5,4,35000300,25#35#40,1000
15130101,排山倒海,-1,1,hurt,1,315#415#515#615#715#815#915,80,115,1,0,,0,2000,1800,100,1,,,5,5,25000400,100,1000
15130201,群魔乱舞,-1,1,hurt,1,325#425#525#625#725#825#925,80,115,1,0,,0,2000,1800,100,1,,,5,5,35000400,100,1000
15140101,碧波开天,-1,1,hurt,1,315#415#515#615#715#815#915,84,130,1,0,,0,2000,1800,100,1,,,5,5,25000400,100,1000
15140102,真·碧波开天,-1,1,hurt,1,315#415#515#615#715#815#915,84,130,1,0,,0,2000,1800,100,1,,,5,5,25000400,100,1000
15140201,血海飘香,-1,1,hurt,1,325#425#525#625#725#825#925,84,130,1,0,,0,2000,1800,100,1,,,5,5,35000400,100,1000
15140202,真·血海飘香,-1,1,hurt,1,325#425#525#625#725#825#925,84,130,1,0,,0,2000,1800,100,1,,,5,5,35000400,100,1000
15150101,九天狂澜,-1,1,hurt,1,315#415#515#615#715#815#915,88,145,1,0,,0,2000,1800,100,1,,,5,5,25000400,100,1000
15150102,真·九天狂澜,-1,1,hurt,1,315#415#515#615#715#815#915,88,145,1,1,15150100,0,2000,1800,100,3,,,5,5,25000400,100,1000
15150201,只手遮天,-1,1,hurt,1,325#425#525#625#725#825#925,88,145,1,0,,0,2000,1800,100,1,,,5,5,35000400,100,1000
15150202,真·只手遮天,-1,1,hurt,1,325#425#525#625#725#825#925,88,145,1,1,15150200,0,2000,1800,100,3,,,5,5,35000400,100,1000
15160101,漫天风雪,-1,1,hurt,1,315#415#515#615#715#815#915,91,180,1,0,,0,2000,1800,100,1,,,5,6,25000500,25#35#40,1000
15160201,狂狮吞天,-1,1,hurt,1,325#425#525#625#725#825#925,91,180,1,0,,0,2000,1800,100,1,,,5,6,35000500,25#35#40,1000
15170101,雪舞狂杀,-1,1,hurt,1,315#415#515#615#715#815#915,94,200,1,0,,0,2000,1800,100,1,,,5,6,25000500,25#35#40,1000
15170102,真·雪舞狂杀,-1,1,hurt,1,315#415#515#615#715#815#915,94,200,1,0,,0,2000,1800,100,1,,,5,6,25000500,25#35#40,1000
15170201,怒焰焚天,-1,1,hurt,1,325#425#525#625#725#825#925,94,200,1,0,,0,2000,1800,100,1,,,5,6,35000500,25#35#40,1000
15170202,真·怒焰焚天,-1,1,hurt,1,325#425#525#625#725#825#925,94,200,1,0,,0,2000,1800,100,1,,,5,6,35000500,25#35#40,1000
15180101,雪舞霜龙破,-1,1,hurt,1,315#415#515#615#715#815#915,97,220,1,0,,0,2000,1800,100,1,,,5,6,25000500,25#35#40,1000
15180102,真·雪舞霜龙破,-1,1,hurt,1,315#415#515#615#715#815#915,97,220,1,1,15180100,0,2000,1800,100,3,,,5,6,25000500,25#35#40,1000
15180201,天火燎原,-1,1,hurt,1,325#425#525#625#725#825#925,97,220,1,0,,0,2000,1800,100,1,,,5,6,35000500,25#35#40,1000
15180202,真·天火燎原,-1,1,hurt,1,325#425#525#625#725#825#925,97,220,1,1,15180200,0,2000,1800,100,3,,,5,6,35000500,25#35#40,1000
15190101,雷鸣动天,-1,1,hurt,1,315#415#515#615#715#815#915,100,240,1,0,,0,2000,1800,100,1,,,5,7,25000600,25#35#40,1000
15190201,嗜血寒沙,-1,1,hurt,1,325#425#525#625#725#825#925,100,240,1,0,,0,2000,1800,100,1,,,5,7,35000600,25#35#40,1000
15200101,惊雷初现,-1,1,hurt,1,315#415#515#615#715#815#915,104,260,1,0,,0,2000,1800,100,1,,,5,7,25000600,40#60,1000
15200102,真·惊雷初现,-1,1,hurt,1,315#415#515#615#715#815#915,104,260,1,0,,0,2000,1800,100,1,,,5,7,25000600,40#60,1000
15200201,满天沙舞,-1,1,hurt,1,325#425#525#625#725#825#925,104,260,1,0,,0,2000,1800,100,1,,,5,7,35000600,40#60,1000
15200202,真·满天沙舞,-1,1,hurt,1,325#425#525#625#725#825#925,104,260,1,0,,0,2000,1800,100,1,,,5,7,35000600,40#60,1000
15210101,惊雷裂空,-1,1,hurt,1,315#415#515#615#715#815#915,108,280,1,0,,0,2000,1800,100,1,,,5,7,25000600,100,1000
15210102,真·惊雷裂空,-1,1,hurt,1,315#415#515#615#715#815#915,108,280,1,1,15210100,0,2000,1800,100,3,,,5,7,25000600,100,1000
15210201,寒沙蔽日,-1,1,hurt,1,325#425#525#625#725#825#925,108,280,1,0,,0,2000,1800,100,1,,,5,7,35000600,100,1000
15210202,真·寒沙蔽日,-1,1,hurt,1,325#425#525#625#725#825#925,108,280,1,1,15210200,0,2000,1800,100,3,,,5,7,35000600,100,1000
15220101,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220102,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220103,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220104,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220105,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220106,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220107,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220108,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220109,鸾鸢破天翔,0,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220110,鸾鸢破天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
15220111,鸾鸢破天翔,-1,1,hurt,1,315#415#515#615#715#815#915,115,300,1,0,,0,2000,1800,100,1,,,5,1,25000700,40#60,500
