地图编号,地图目录,地图名称,地图进入条件,地图类型,配置文件,地图宽度,地图高度,地图分组,后端分线,开放条件,对应假地图副本,该地图是否可作为返回地图，是否可使用传送符,所用服务器类型,复活坐标,复活cd,复活面板组成,是否可使用连击技,刷新key,角色是否可以重叠,是否安全区能回血回蓝,召唤生效规则,是否支持飞行卷轴使用,是否安全区能回泡点经验,是否接收血色恶魔匹配请求,是否接受被击杀邮件,地图产出绑定天数,客户端判断不过提示,地图是否废弃,是否安全地图,杀人是否增加PK值,地图经验加成,进入地图公告,小地图是否显示boss复活时间,是否支持传送卷轴使用,商业化活动开启时间,活动地图经验加成,地图是否允许组队,是否需要有时间才能进入,角色受击反击是否生效
2010007,2010007,地下密路七层,101#1,2,2010007,170,170,2010007,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010008,2010008,地下密路八层,101#1,2,2010008,170,170,2010008,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010009,2010009,地下密路九层,101#1,2,2010009,170,170,2010009,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010010,2010010,地下密路十层,101#1,2,2010010,170,170,2010010,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010011,2010011,地下密路十一层,101#1,2,2010011,170,170,2010011,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
2010012,2010012,地下密路十二层,101#1,2,2010012,170,170,2010012,0,,,1,1,101#195#281,0,18,1,,1,1,1#2,,1,,,0,,,1,,,,1,,,,,,
207,207,万寿阁[安全],101#1,1,207,220,220,207,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20207,207,万寿阁[安全],101#1,1,207,220,220,207,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30207,207,万寿阁[安全],101#1,1,207,220,220,207,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40207,207,万寿阁[安全],101#1,1,207,220,220,207,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50207,207,万寿阁[安全],101#1,1,207,220,220,207,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60207,207,万寿阁[安全],101#1,1,207,220,220,207,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70207,207,万寿阁[安全],101#1,1,207,220,220,207,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80207,207,万寿阁[安全],101#1,1,207,220,220,207,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90207,207,万寿阁[安全],101#1,1,207,220,220,207,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100207,207,万寿阁[安全],101#1,1,207,220,220,207,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
2071,2071,无天阁[安全],101#1,1,2071,220,220,2071,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
202071,2071,无天阁[安全],101#1,1,2071,220,220,2071,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
302071,2071,无天阁[安全],101#1,1,2071,220,220,2071,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
402071,2071,无天阁[安全],101#1,1,2071,220,220,2071,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
502071,2071,无天阁[安全],101#1,1,2071,220,220,2071,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
602071,2071,无天阁[安全],101#1,1,2071,220,220,2071,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
702071,2071,无天阁[安全],101#1,1,2071,220,220,2071,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
802071,2071,无天阁[安全],101#1,1,2071,220,220,2071,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
902071,2071,无天阁[安全],101#1,1,2071,220,220,2071,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
1002071,2071,无天阁[安全],101#1,1,2071,220,220,2071,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
112,112,百武关[安全],101#1,1,112,274,274,112,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20112,112,百武关[危险],101#1,1,112,274,274,112,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30112,112,百武关[危险],101#1,1,112,274,274,112,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40112,112,百武关[危险],101#1,1,112,274,274,112,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50112,112,百武关[危险],101#1,1,112,274,274,112,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60112,112,百武关[危险],101#1,1,112,274,274,112,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70112,112,百武关[危险],101#1,1,112,274,274,112,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80112,112,百武关[危险],101#1,1,112,274,274,112,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90112,112,百武关[危险],101#1,1,112,274,274,112,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100112,112,百武关[危险],101#1,1,112,274,274,112,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
113,113,百武关南[安全],101#1,1,113,235,235,113,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20113,113,百武关南[危险],101#1,1,113,235,235,113,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30113,113,百武关南[危险],101#1,1,113,235,235,113,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40113,113,百武关南[危险],101#1,1,113,235,235,113,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50113,113,百武关南[危险],101#1,1,113,235,235,113,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60113,113,百武关南[危险],101#1,1,113,235,235,113,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70113,113,百武关南[危险],101#1,1,113,235,235,113,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80113,113,百武关南[危险],101#1,1,113,235,235,113,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90113,113,百武关南[危险],101#1,1,113,235,235,113,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100113,113,百武关南[危险],101#1,1,113,235,235,113,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
201,201,地灵洞一层[安全],101#1,1,201,170,170,201,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20201,201,地灵洞一层[危险],101#1,1,201,170,170,201,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30201,201,地灵洞一层[危险],101#1,1,201,170,170,201,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40201,201,地灵洞一层[危险],101#1,1,201,170,170,201,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50201,201,地灵洞一层[危险],101#1,1,201,170,170,201,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60201,201,地灵洞一层[危险],101#1,1,201,170,170,201,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70201,201,地灵洞一层[危险],101#1,1,201,170,170,201,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80201,201,地灵洞一层[危险],101#1,1,201,170,170,201,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90201,201,地灵洞一层[危险],101#1,1,201,170,170,201,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
110201,201,地灵洞一层[危险],101#1,1,201,170,170,201,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
202,202,地灵洞二层[安全],101#1,1,202,170,170,202,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20202,202,地灵洞二层[危险],101#1,1,202,170,170,202,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30202,202,地灵洞二层[危险],101#1,1,202,170,170,202,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40202,202,地灵洞二层[危险],101#1,1,202,170,170,202,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50202,202,地灵洞二层[危险],101#1,1,202,170,170,202,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60202,202,地灵洞二层[危险],101#1,1,202,170,170,202,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70202,202,地灵洞二层[危险],101#1,1,202,170,170,202,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80202,202,地灵洞二层[危险],101#1,1,202,170,170,202,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90202,202,地灵洞二层[危险],101#1,1,202,170,170,202,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
110202,202,地灵洞二层[危险],101#1,1,202,170,170,202,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
203,203,地灵洞三层[安全],101#1,1,203,170,170,203,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20203,203,地灵洞三层[危险],101#1,1,203,170,170,203,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30203,203,地灵洞三层[危险],101#1,1,203,170,170,203,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40203,203,地灵洞三层[危险],101#1,1,203,170,170,203,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50203,203,地灵洞三层[危险],101#1,1,203,170,170,203,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60203,203,地灵洞三层[危险],101#1,1,203,170,170,203,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70203,203,地灵洞三层[危险],101#1,1,203,170,170,203,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80203,203,地灵洞三层[危险],101#1,1,203,170,170,203,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90203,203,地灵洞三层[危险],101#1,1,203,170,170,203,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
110203,203,地灵洞三层[危险],101#1,1,203,170,170,203,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
130,130,渊竹林[安全],101#1,1,130,248,234,130,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20130,130,渊竹林[安全],101#1,1,130,248,234,130,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
30130,130,渊竹林[安全],101#1,1,130,248,234,130,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
40130,130,渊竹林[安全],101#1,1,130,248,234,130,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
50130,130,渊竹林[安全],101#1,1,130,248,234,130,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
60130,130,渊竹林[安全],101#1,1,130,248,234,130,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
70130,130,渊竹林[安全],101#1,1,130,248,234,130,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
80130,130,渊竹林[安全],101#1,1,130,248,234,130,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
90130,130,渊竹林[安全],101#1,1,130,248,234,130,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
100130,130,渊竹林[安全],101#1,1,130,248,234,130,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
1301,1301,竹火林[安全],101#1,1,1301,248,234,1301,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
201301,1301,竹火林[安全],101#1,1,1301,248,234,1301,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
301301,1301,竹火林[安全],101#1,1,1301,248,234,1301,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
401301,1301,竹火林[安全],101#1,1,1301,248,234,1301,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
501301,1301,竹火林[安全],101#1,1,1301,248,234,1301,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
601301,1301,竹火林[安全],101#1,1,1301,248,234,1301,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
701301,1301,竹火林[安全],101#1,1,1301,248,234,1301,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
801301,1301,竹火林[安全],101#1,1,1301,248,234,1301,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
901301,1301,竹火林[安全],101#1,1,1301,248,234,1301,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,1,,,1,,,,,,
1001301,1301,竹火林[安全],101#1,1,1301,248,234,1301,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
123,123,柳善提督府[安全],101#1,1,123,267,267,123,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20123,123,柳善提督府[危险],101#1,1,123,267,267,123,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30123,123,柳善提督府[危险],101#1,1,123,267,267,123,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40123,123,柳善提督府[危险],101#1,1,123,267,267,123,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50123,123,柳善提督府[危险],101#1,1,123,267,267,123,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60123,123,柳善提督府[危险],101#1,1,123,267,267,123,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70123,123,柳善提督府[危险],101#1,1,123,267,267,123,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80123,123,柳善提督府[危险],101#1,1,123,267,267,123,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90123,123,柳善提督府[危险],101#1,1,123,267,267,123,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100123,123,柳善提督府[危险],101#1,1,123,267,267,123,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
124,124,柳善提督府外围[安全],101#1,1,124,227,230,124,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100124,124,柳善提督府外围[危险],101#1,1,124,227,230,124,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
125,125,松月关[安全],101#1,1,125,266,266,125,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20125,125,松月关[危险],101#1,1,125,266,266,125,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30125,125,松月关[危险],101#1,1,125,266,266,125,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40125,125,松月关[危险],101#1,1,125,266,266,125,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50125,125,松月关[危险],101#1,1,125,266,266,125,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60125,125,松月关[危险],101#1,1,125,266,266,125,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70125,125,松月关[危险],101#1,1,125,266,266,125,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80125,125,松月关[危险],101#1,1,125,266,266,125,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90125,125,松月关[危险],101#1,1,125,266,266,125,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100125,125,松月关[危险],101#1,1,125,266,266,125,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
126,126,松月关外角[安全],101#1,1,126,230,230,126,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20126,126,松月关外角[危险],101#1,1,126,230,230,126,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30126,126,松月关外角[危险],101#1,1,126,230,230,126,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40126,126,松月关外角[危险],101#1,1,126,230,230,126,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50126,126,松月关外角[危险],101#1,1,126,230,230,126,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60126,126,松月关外角[危险],101#1,1,126,230,230,126,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70126,126,松月关外角[危险],101#1,1,126,230,230,126,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80126,126,松月关外角[危险],101#1,1,126,230,230,126,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90126,126,松月关外角[危险],101#1,1,126,230,230,126,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100126,126,松月关外角[危险],101#1,1,126,230,230,126,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
204,204,血魔洞一层[安全],101#1,1,204,200,200,204,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20204,204,血魔洞一层[危险],101#1,1,204,200,200,204,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30204,204,血魔洞一层[危险],101#1,1,204,200,200,204,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40204,204,血魔洞一层[危险],101#1,1,204,200,200,204,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50204,204,血魔洞一层[危险],101#1,1,204,200,200,204,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60204,204,血魔洞一层[危险],101#1,1,204,200,200,204,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70204,204,血魔洞一层[危险],101#1,1,204,200,200,204,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80204,204,血魔洞一层[危险],101#1,1,204,200,200,204,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90204,204,血魔洞一层[危险],101#1,1,204,200,200,204,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100204,204,血魔洞一层[危险],101#1,1,204,200,200,204,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
205,205,血魔洞二层[安全],101#1,1,205,200,180,205,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20205,205,血魔洞二层[危险],101#1,1,205,200,180,205,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30205,205,血魔洞二层[危险],101#1,1,205,200,180,205,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40205,205,血魔洞二层[危险],101#1,1,205,200,180,205,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50205,205,血魔洞二层[危险],101#1,1,205,200,180,205,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60205,205,血魔洞二层[危险],101#1,1,205,200,180,205,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70205,205,血魔洞二层[危险],101#1,1,205,200,180,205,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
