ID,标识物品废弃,道具名称,图标,道具类型,子类型,X轴,Y轴,使用条件201&$M$2&O7&$P$2&101&$M$2&P7&$P$2&301&$M$2&Q7&$P$2&401&$M$2&R7&$P$2&501&$M$2&S7,可用职业,可用性别,需要等级,阵营要求,特殊归属保护时间,品质,聊天颜色显示,tips颜色显示,战斗力,是否绑定,堆叠数量,使用效果,道具参数,自动使用,使用cd,共用CD组,使用次数,获取次数,拾取次数,整理排序,售价,回收额外获得,捐献贡献,是否可以销毁,拍卖行底价,物品使用条件（服务器）,是否会掉落,服务器日志（记录物品的来源和去向）,掉落日志,道具有效时间,对应非绑定道具id,是否拍卖,价格限制,是否获得即使用,离开副本后道具状态,拍卖公示时间,最小上架数量,推荐价格,竞价幅度,时装标示,死亡购买使用道具,交易行购买后是否变为绑定,日志记录,未拾取邮件补发物品标记,是否可存入仓库,时装系列
1350000003,,湛卢剑Lv.23,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000004,,湛卢剑Lv.24,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000005,,湛卢剑Lv.25,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000006,,湛卢剑Lv.26,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000007,,湛卢剑Lv.27,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000008,,湛卢剑Lv.28,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000009,,湛卢剑Lv.29,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1350000010,,湛卢剑Lv.30,9001080,2,135,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010001,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010002,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010003,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010004,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010005,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010006,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010007,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010008,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010009,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010010,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010011,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010012,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010013,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010014,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500010015,,玄武,9001029,2,150,1,1,,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020001,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020002,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020003,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020004,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020005,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020006,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020007,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020008,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020009,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020010,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020011,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020012,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020013,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020014,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500020015,,麒麟,9001030,2,150,1,1,,102#202#312#322#412#422#512#522#612#622#712#722#812#822#912#922,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030001,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030002,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030003,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030004,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030005,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030006,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030007,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030008,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030009,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030010,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030011,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030012,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030013,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030014,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500030015,,朱雀,9001031,2,150,1,1,,103#203#313#323#413#423#513#523#613#623#713#723#813#823#913#923,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040001,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040002,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040003,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040004,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040005,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040006,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040007,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040008,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040009,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040010,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040011,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040012,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040013,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040014,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500040015,,青龙,9001032,2,150,1,1,,104#204#314#324#414#424#514#524#614#624#714#724#814#824#914#924,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050001,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050002,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050003,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050004,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050005,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050006,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050007,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050008,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050009,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050010,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050011,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050012,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050013,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050014,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1500050015,,白虎,9001033,2,150,1,1,,105#205#315#325#415#425#515#525#615#625#715#725#815#825#915#925,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000001,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000002,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000003,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000004,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000005,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000006,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000007,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000008,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000009,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000010,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000011,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000012,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000013,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000014,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1510000015,,敖天纹龙衫,9001034,2,151,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000001,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000002,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000003,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000004,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000005,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000006,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000007,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000008,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000009,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000010,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000011,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000012,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000013,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000014,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
1520000015,,纹龙甲,9001035,2,152,1,1,,0,0,1,0,,6,6,6,,1,1,,,,,,,,,270002,,,,0,,1,0,1,0,0,,1#1000030#1000020,,,,,,,,,,,1,0,1,
